humidity_sensor,humidity_level_data,humidity_date,humidity_time
AQ809RELHUM01,69,2023-05-29,16:18:14
AQ810RELHUM01,79,2023-04-26,13:03:37
AQ811RELHUM01,100,2023-02-10,13:14:28
AQ801RELHUM01,80,2023-04-12,13:33:31
AQ802RELHUM01,72,2023-04-27,16:03:56
AQ803RELHUM01,86,2023-04-03,17:29:47
AQ804RELHUM01,73,2023-06-04,17:15:33
AQ805RELHUM01,61,2023-04-04,08:55:43
AQ806RELHUM01,56,2023-03-31,14:25:16
AQ807RELHUM01,56,2023-05-29,08:34:43
AQ808RELHUM01,76,2023-05-14,14:09:56
AQ809RELHUM01,75,2023-04-06,17:49:04
AQ810RELHUM01,85,2023-03-29,15:27:53
AQ811RELHUM01,55,2023-03-09,12:20:41
AQ801RELHUM01,99,2023-04-18,07:27:07
AQ802RELHUM01,81,2023-01-09,15:51:48
AQ803RELHUM01,71,2023-01-17,10:22:45
AQ804RELHUM01,75,2023-04-27,14:50:46
AQ805RELHUM01,95,2023-05-01,13:34:40
AQ806RELHUM01,53,2023-01-31,10:18:22
AQ807RELHUM01,59,2023-01-02,07:38:52
AQ808RELHUM01,86,2023-06-03,13:49:37
AQ809RELHUM01,80,2023-05-22,16:41:39
AQ810RELHUM01,91,2023-02-17,16:44:34
AQ811RELHUM01,74,2023-03-24,15:07:43
AQ801RELHUM01,74,2023-03-02,13:31:44
AQ802RELHUM01,86,2023-03-22,12:46:54
AQ803RELHUM01,83,2023-06-05,15:08:42
AQ804RELHUM01,65,2023-05-10,08:52:47
AQ805RELHUM01,55,2023-04-19,09:41:34
AQ806RELHUM01,70,2023-02-11,08:40:28
AQ807RELHUM01,88,2023-02-03,10:42:54
AQ808RELHUM01,50,2023-05-29,07:05:34
AQ809RELHUM01,77,2023-06-01,16:04:18
AQ810RELHUM01,92,2023-02-23,15:00:51
AQ811RELHUM01,98,2023-04-20,07:40:06
AQ801RELHUM01,52,2023-01-27,13:57:54
AQ802RELHUM01,88,2023-04-21,15:11:08
AQ803RELHUM01,81,2023-03-11,16:44:19
AQ804RELHUM01,88,2023-03-13,17:13:47
AQ805RELHUM01,88,2023-05-31,10:34:21
AQ806RELHUM01,53,2023-01-27,13:59:23
AQ807RELHUM01,56,2023-04-02,16:36:31
AQ808RELHUM01,99,2023-04-11,14:13:51
AQ809RELHUM01,76,2023-05-08,10:54:15
AQ810RELHUM01,61,2023-03-24,07:32:25
AQ811RELHUM01,89,2023-04-29,09:13:39
AQ801RELHUM01,83,2023-01-05,09:03:52
AQ802RELHUM01,65,2023-06-05,15:23:24
AQ803RELHUM01,59,2023-03-08,10:17:13
AQ804RELHUM01,71,2023-05-06,11:36:43
AQ805RELHUM01,69,2023-03-24,09:02:45
AQ806RELHUM01,61,2023-03-26,11:01:32
AQ807RELHUM01,72,2023-03-17,12:52:15
AQ808RELHUM01,90,2023-01-10,18:48:58
AQ809RELHUM01,99,2023-01-10,07:00:03
AQ810RELHUM01,77,2023-04-05,14:44:37
AQ811RELHUM01,59,2023-01-23,12:02:29
AQ801RELHUM01,100,2023-01-29,16:41:37
AQ802RELHUM01,63,2023-03-02,16:22:50
AQ803RELHUM01,96,2023-03-13,07:35:02
AQ804RELHUM01,72,2023-02-08,18:01:47
AQ805RELHUM01,93,2023-05-04,17:34:57
AQ806RELHUM01,82,2023-02-13,16:29:04
AQ807RELHUM01,50,2023-05-14,10:54:23
AQ808RELHUM01,51,2023-06-05,10:50:11
AQ809RELHUM01,100,2023-05-26,08:56:47
AQ810RELHUM01,71,2023-03-21,18:13:02
AQ811RELHUM01,98,2023-05-16,18:07:29
AQ801RELHUM01,75,2023-02-12,16:47:08
AQ802RELHUM01,89,2023-04-16,17:02:17
AQ803RELHUM01,58,2023-02-14,09:30:35
AQ804RELHUM01,83,2023-02-01,08:48:50
AQ805RELHUM01,88,2023-02-19,12:53:20
AQ806RELHUM01,94,2023-03-24,10:38:50
AQ807RELHUM01,86,2023-05-26,18:54:34
AQ808RELHUM01,75,2023-01-30,18:47:55
AQ809RELHUM01,85,2023-04-09,11:30:05
AQ810RELHUM01,82,2023-02-20,09:50:19
AQ811RELHUM01,99,2023-01-13,10:59:25
AQ801RELHUM01,84,2023-06-06,16:10:01
AQ802RELHUM01,93,2023-01-30,15:30:46
AQ803RELHUM01,65,2023-05-14,13:15:48
AQ804RELHUM01,75,2023-03-28,10:51:45
AQ805RELHUM01,92,2023-04-13,15:41:32
AQ806RELHUM01,50,2023-03-28,15:51:13
AQ807RELHUM01,63,2023-03-06,18:07:29
AQ808RELHUM01,55,2023-05-07,13:01:02
AQ809RELHUM01,81,2023-05-14,17:16:10
AQ810RELHUM01,60,2023-04-05,15:53:00
AQ811RELHUM01,84,2023-01-31,16:09:15
AQ801RELHUM01,71,2023-01-11,18:24:28
AQ802RELHUM01,53,2023-02-08,11:35:27
AQ803RELHUM01,65,2023-05-06,12:49:53
AQ804RELHUM01,76,2023-04-19,13:10:16
AQ805RELHUM01,100,2023-01-17,14:25:37
AQ806RELHUM01,85,2023-04-13,08:01:53
AQ807RELHUM01,54,2023-04-28,15:12:32
AQ808RELHUM01,82,2023-02-18,12:08:21
AQ809RELHUM01,91,2023-01-04,13:54:47
AQ810RELHUM01,83,2023-01-15,07:43:16
AQ811RELHUM01,77,2023-05-26,08:56:08
AQ801RELHUM01,95,2023-04-24,15:36:01
AQ802RELHUM01,75,2023-05-15,18:33:42
AQ803RELHUM01,88,2023-05-17,18:58:53
AQ804RELHUM01,70,2023-02-11,10:13:35
AQ805RELHUM01,99,2023-03-08,09:37:42
AQ806RELHUM01,89,2023-01-02,11:10:13
AQ807RELHUM01,78,2023-03-28,07:09:17
AQ808RELHUM01,62,2023-05-31,12:39:12
AQ809RELHUM01,70,2023-06-08,17:27:49
AQ810RELHUM01,99,2023-03-14,10:04:23
AQ811RELHUM01,100,2023-05-12,16:58:16
AQ801RELHUM01,97,2023-05-16,15:05:21
AQ802RELHUM01,75,2023-05-25,12:59:00
AQ803RELHUM01,58,2023-02-01,14:15:24
AQ804RELHUM01,95,2023-03-22,15:57:41
AQ805RELHUM01,72,2023-02-11,15:31:12
AQ806RELHUM01,52,2023-01-29,11:58:35
AQ807RELHUM01,50,2023-04-30,15:12:18
AQ808RELHUM01,87,2023-01-12,09:59:14
AQ809RELHUM01,98,2023-03-03,08:59:14
AQ810RELHUM01,62,2023-02-04,18:15:55
AQ811RELHUM01,71,2023-03-01,10:48:45
AQ801RELHUM01,90,2023-04-08,18:56:40
AQ802RELHUM01,57,2023-05-29,15:23:22
AQ803RELHUM01,63,2023-04-07,07:36:34
AQ804RELHUM01,61,2023-03-18,11:18:38
AQ805RELHUM01,97,2023-02-21,15:37:13
AQ806RELHUM01,81,2023-04-23,10:17:00
AQ807RELHUM01,88,2023-03-12,12:08:41
AQ808RELHUM01,67,2023-01-14,12:30:00
AQ809RELHUM01,84,2023-02-13,18:18:02
AQ810RELHUM01,87,2023-03-26,17:25:54
AQ811RELHUM01,97,2023-04-07,14:29:52
AQ801RELHUM01,77,2023-04-28,10:24:04
AQ802RELHUM01,89,2023-04-06,09:09:02
AQ803RELHUM01,82,2023-03-23,09:43:48
AQ804RELHUM01,56,2023-06-05,17:31:17
AQ805RELHUM01,71,2023-06-08,15:11:59
AQ806RELHUM01,87,2023-04-02,13:07:37
AQ807RELHUM01,96,2023-01-05,12:27:57
AQ808RELHUM01,94,2023-01-14,17:46:14
AQ809RELHUM01,70,2023-01-08,17:11:50
AQ810RELHUM01,85,2023-01-09,13:46:44
AQ811RELHUM01,70,2023-03-04,17:08:34
AQ801RELHUM01,59,2023-06-09,15:12:28
AQ802RELHUM01,66,2023-04-03,13:14:32
AQ803RELHUM01,85,2023-03-17,17:39:15
AQ804RELHUM01,89,2023-06-07,13:58:08
AQ805RELHUM01,60,2023-05-06,15:42:48
AQ806RELHUM01,89,2023-06-02,17:48:42
AQ807RELHUM01,89,2023-02-06,09:32:17
AQ808RELHUM01,91,2023-03-17,15:44:22
AQ809RELHUM01,70,2023-04-17,17:40:35
AQ810RELHUM01,92,2023-03-10,09:53:47
AQ811RELHUM01,72,2023-04-06,13:13:11
AQ801RELHUM01,67,2023-04-03,09:25:50
AQ802RELHUM01,88,2023-05-31,12:44:07
AQ803RELHUM01,56,2023-02-15,18:13:13
AQ804RELHUM01,63,2023-05-31,07:13:05
AQ805RELHUM01,67,2023-01-16,15:45:04
AQ806RELHUM01,58,2023-02-19,12:08:18
AQ807RELHUM01,52,2023-04-29,09:10:19
AQ808RELHUM01,98,2023-02-22,16:13:17
AQ809RELHUM01,50,2023-02-25,17:52:31
AQ810RELHUM01,70,2023-04-17,08:43:49
AQ811RELHUM01,86,2023-03-15,08:59:28
AQ801RELHUM01,88,2023-01-01,15:29:04
AQ802RELHUM01,57,2023-02-19,18:00:04
AQ803RELHUM01,53,2023-03-02,09:29:24
AQ804RELHUM01,55,2023-03-19,08:00:42
AQ805RELHUM01,97,2023-04-29,12:15:12
AQ806RELHUM01,98,2023-01-12,07:15:41
AQ807RELHUM01,53,2023-04-22,11:26:31
AQ808RELHUM01,80,2023-03-17,14:14:27
AQ809RELHUM01,88,2023-05-12,11:26:48
AQ810RELHUM01,50,2023-03-02,11:26:15
AQ811RELHUM01,80,2023-02-20,12:01:15
AQ801RELHUM01,51,2023-04-13,18:26:23
AQ802RELHUM01,65,2023-05-14,14:10:53
AQ803RELHUM01,77,2023-04-18,15:59:27
AQ804RELHUM01,77,2023-02-07,17:55:22
AQ805RELHUM01,91,2023-03-17,07:43:37
AQ806RELHUM01,96,2023-02-26,14:45:33
AQ807RELHUM01,64,2023-05-15,10:44:02
AQ808RELHUM01,56,2023-01-12,12:52:24
AQ809RELHUM01,58,2023-05-30,14:29:20
AQ810RELHUM01,54,2023-04-13,12:23:27
AQ811RELHUM01,90,2023-06-03,11:05:31
AQ801RELHUM01,96,2023-05-14,17:55:53
AQ802RELHUM01,50,2023-02-27,13:18:43
AQ803RELHUM01,53,2023-03-02,15:34:23
AQ804RELHUM01,96,2023-04-03,12:01:45
AQ805RELHUM01,79,2023-01-27,16:15:03
AQ806RELHUM01,85,2023-03-26,15:46:47
AQ807RELHUM01,71,2023-05-08,08:18:25
AQ808RELHUM01,76,2023-04-04,11:08:47
AQ809RELHUM01,75,2023-03-19,17:09:23
AQ810RELHUM01,91,2023-02-01,17:32:54
AQ811RELHUM01,90,2023-04-24,12:09:30
AQ801RELHUM01,57,2023-03-23,15:29:43
AQ802RELHUM01,83,2023-02-16,11:14:49
AQ803RELHUM01,71,2023-01-08,15:58:00
AQ804RELHUM01,63,2023-01-05,18:32:25
AQ805RELHUM01,81,2023-04-10,15:46:01
AQ806RELHUM01,100,2023-04-15,13:10:30
AQ807RELHUM01,66,2023-01-23,18:42:15
AQ808RELHUM01,65,2023-03-20,15:38:10
AQ809RELHUM01,92,2023-05-11,09:51:00
AQ810RELHUM01,97,2023-04-21,13:46:38
AQ811RELHUM01,93,2023-03-02,09:50:07
AQ801RELHUM01,56,2023-05-16,14:28:15
AQ802RELHUM01,64,2023-05-11,18:20:44
AQ803RELHUM01,75,2023-02-26,18:48:48
AQ804RELHUM01,59,2023-05-26,07:12:47
AQ805RELHUM01,91,2023-04-15,09:48:41
AQ806RELHUM01,78,2023-03-29,13:45:26
AQ807RELHUM01,74,2023-03-12,10:36:29
AQ808RELHUM01,82,2023-02-01,14:32:56
AQ809RELHUM01,98,2023-06-08,15:44:37
AQ810RELHUM01,82,2023-04-16,08:09:29
AQ811RELHUM01,51,2023-05-02,15:43:36
AQ801RELHUM01,56,2023-05-13,11:26:30
AQ802RELHUM01,64,2023-01-31,09:28:50
AQ803RELHUM01,88,2023-06-12,18:39:18
AQ804RELHUM01,78,2023-03-03,12:27:53
AQ805RELHUM01,82,2023-02-22,13:44:03
AQ806RELHUM01,99,2023-01-07,08:25:26
AQ807RELHUM01,64,2023-04-14,15:14:39
AQ808RELHUM01,93,2023-04-22,13:08:46
AQ809RELHUM01,75,2023-02-14,09:46:23
AQ810RELHUM01,86,2023-06-06,16:04:35
AQ811RELHUM01,62,2023-05-06,09:00:43
AQ801RELHUM01,98,2023-01-10,15:26:58
AQ802RELHUM01,76,2023-01-19,08:21:21
AQ803RELHUM01,69,2023-02-02,18:46:04
AQ804RELHUM01,95,2023-05-06,17:42:50
AQ805RELHUM01,97,2023-02-19,10:31:30
AQ806RELHUM01,66,2023-03-14,10:59:41
AQ807RELHUM01,68,2023-06-07,16:15:47
AQ808RELHUM01,54,2023-05-29,12:29:38
AQ809RELHUM01,81,2023-01-08,15:20:55
AQ810RELHUM01,68,2023-01-27,14:44:48
AQ811RELHUM01,51,2023-03-14,17:34:44
AQ801RELHUM01,65,2023-05-05,14:35:33
AQ802RELHUM01,57,2023-01-05,13:16:28
AQ803RELHUM01,68,2023-05-29,13:53:00
AQ804RELHUM01,51,2023-04-02,10:26:52
AQ805RELHUM01,88,2023-01-30,09:27:27
AQ806RELHUM01,74,2023-03-06,15:47:48
AQ807RELHUM01,97,2023-06-04,10:56:29
AQ808RELHUM01,98,2023-04-23,07:09:27
AQ809RELHUM01,87,2023-03-14,15:03:28
AQ810RELHUM01,68,2023-04-03,09:30:03
AQ811RELHUM01,79,2023-04-25,14:29:41
AQ801RELHUM01,87,2023-01-10,07:04:40
AQ802RELHUM01,56,2023-02-04,18:35:13
AQ803RELHUM01,68,2023-02-03,08:22:52
AQ804RELHUM01,81,2023-02-08,12:57:08
AQ805RELHUM01,65,2023-04-21,17:26:04
AQ806RELHUM01,55,2023-04-29,14:13:52
AQ807RELHUM01,98,2023-01-11,14:58:11
AQ808RELHUM01,92,2023-05-08,11:57:59
AQ809RELHUM01,89,2023-02-13,17:54:56
AQ810RELHUM01,66,2023-04-07,11:25:46
AQ811RELHUM01,69,2023-01-03,08:48:21
AQ801RELHUM01,86,2023-03-21,07:08:41
AQ802RELHUM01,79,2023-02-08,16:49:52
AQ803RELHUM01,52,2023-06-10,17:31:30
AQ804RELHUM01,73,2023-02-08,18:52:10
AQ805RELHUM01,82,2023-03-11,10:34:22
AQ806RELHUM01,85,2023-05-23,11:24:05
AQ807RELHUM01,68,2023-04-02,18:40:11
AQ808RELHUM01,57,2023-03-03,07:09:37
AQ809RELHUM01,95,2023-03-07,12:09:24
AQ810RELHUM01,97,2023-01-22,07:33:39
AQ811RELHUM01,63,2023-04-16,12:23:19
AQ801RELHUM01,98,2023-01-10,14:35:43
AQ802RELHUM01,59,2023-01-29,08:33:52
AQ803RELHUM01,62,2023-02-08,09:02:40
AQ804RELHUM01,99,2023-05-21,16:01:03
AQ805RELHUM01,55,2023-04-16,12:21:59
AQ806RELHUM01,98,2023-04-30,16:27:38
AQ807RELHUM01,57,2023-05-15,16:02:40
AQ808RELHUM01,72,2023-03-26,08:45:36
AQ809RELHUM01,86,2023-01-21,11:06:25
AQ810RELHUM01,62,2023-01-14,18:11:02
AQ811RELHUM01,66,2023-03-30,11:09:35
AQ801RELHUM01,86,2023-04-09,11:49:23
AQ802RELHUM01,50,2023-05-29,17:03:00
AQ803RELHUM01,53,2023-01-25,16:37:34
AQ804RELHUM01,75,2023-04-24,16:23:05
AQ805RELHUM01,96,2023-02-21,11:03:45
AQ806RELHUM01,76,2023-03-27,09:05:32
AQ807RELHUM01,97,2023-02-12,18:37:13
AQ808RELHUM01,67,2023-04-25,12:43:00
AQ809RELHUM01,81,2023-01-15,14:39:00
AQ810RELHUM01,54,2023-01-14,15:43:35
AQ811RELHUM01,90,2023-01-12,11:44:20
AQ801RELHUM01,69,2023-03-31,09:35:58
AQ802RELHUM01,63,2023-04-01,18:15:22
AQ803RELHUM01,81,2023-03-27,15:40:35
AQ804RELHUM01,85,2023-06-10,17:32:05
AQ805RELHUM01,60,2023-06-10,12:32:38
AQ806RELHUM01,99,2023-05-21,10:06:57
AQ807RELHUM01,78,2023-03-29,07:26:31
AQ808RELHUM01,54,2023-01-19,07:11:19
AQ809RELHUM01,60,2023-04-02,18:51:13
AQ810RELHUM01,100,2023-05-18,18:31:52
AQ811RELHUM01,79,2023-05-27,13:57:45
AQ801RELHUM01,64,2023-06-06,13:16:13
AQ802RELHUM01,92,2023-01-03,17:27:48
AQ803RELHUM01,62,2023-01-04,13:11:55
AQ804RELHUM01,90,2023-02-05,15:48:12
AQ805RELHUM01,63,2023-03-17,07:01:17
AQ806RELHUM01,56,2023-02-27,11:03:15
AQ807RELHUM01,69,2023-05-10,17:44:41
AQ808RELHUM01,99,2023-04-01,17:28:44
AQ809RELHUM01,52,2023-02-10,10:19:21
AQ810RELHUM01,74,2023-02-24,09:41:14
AQ811RELHUM01,56,2023-02-28,11:49:17
AQ801RELHUM01,68,2023-04-13,08:46:45
AQ802RELHUM01,76,2023-03-10,15:35:18
AQ803RELHUM01,88,2023-04-13,09:31:24
AQ804RELHUM01,74,2023-03-29,13:39:52
AQ805RELHUM01,65,2023-01-17,07:11:47
AQ806RELHUM01,63,2023-05-10,12:50:13
AQ807RELHUM01,97,2023-04-15,08:00:40
AQ808RELHUM01,69,2023-03-08,13:58:59
AQ809RELHUM01,55,2023-05-11,11:32:55
AQ810RELHUM01,56,2023-01-23,09:05:53
AQ811RELHUM01,81,2023-05-28,17:38:59
AQ801RELHUM01,76,2023-02-04,09:45:37
AQ802RELHUM01,78,2023-05-12,11:51:35
AQ803RELHUM01,58,2023-05-01,16:43:51
AQ804RELHUM01,79,2023-02-07,15:24:24
AQ805RELHUM01,82,2023-05-30,17:47:04
AQ806RELHUM01,79,2023-01-28,09:54:06
AQ807RELHUM01,98,2023-04-16,11:40:50
AQ808RELHUM01,60,2023-06-06,18:59:55
AQ809RELHUM01,69,2023-02-02,13:29:29
AQ810RELHUM01,68,2023-04-19,17:17:03
AQ811RELHUM01,87,2023-03-06,17:01:20
AQ801RELHUM01,52,2023-01-25,09:37:13
AQ802RELHUM01,77,2023-03-24,15:01:06
AQ803RELHUM01,84,2023-02-20,11:44:52
AQ804RELHUM01,88,2023-03-18,08:53:02
AQ805RELHUM01,97,2023-02-06,08:41:03
AQ806RELHUM01,72,2023-05-08,16:08:17
AQ807RELHUM01,51,2023-03-07,14:15:57
AQ808RELHUM01,61,2023-01-13,12:53:13
AQ809RELHUM01,76,2023-04-26,18:18:12
AQ810RELHUM01,50,2023-04-09,07:18:18
AQ811RELHUM01,100,2023-01-28,12:48:31
AQ801RELHUM01,96,2023-02-26,08:19:36
AQ802RELHUM01,88,2023-04-26,08:14:01
AQ803RELHUM01,64,2023-04-05,09:31:41
AQ804RELHUM01,90,2023-03-27,07:41:51
AQ805RELHUM01,90,2023-04-09,09:01:58
AQ806RELHUM01,60,2023-04-15,16:06:48
AQ807RELHUM01,99,2023-04-28,16:51:57
AQ808RELHUM01,84,2023-02-18,12:25:06
AQ809RELHUM01,88,2023-01-02,15:34:51
AQ810RELHUM01,54,2023-04-21,10:50:45
AQ811RELHUM01,75,2023-03-06,07:16:51
AQ801RELHUM01,98,2023-03-30,14:04:02
AQ802RELHUM01,68,2023-04-24,08:29:14
AQ803RELHUM01,79,2023-04-16,12:38:23
AQ804RELHUM01,71,2023-05-04,18:44:43
AQ805RELHUM01,98,2023-05-23,12:28:27
AQ806RELHUM01,78,2023-02-26,15:56:23
AQ807RELHUM01,90,2023-01-12,11:35:58
AQ808RELHUM01,78,2023-06-05,16:12:44
AQ809RELHUM01,84,2023-03-09,09:22:19
AQ810RELHUM01,50,2023-01-23,07:47:59
AQ811RELHUM01,78,2023-05-03,17:16:09
AQ801RELHUM01,97,2023-04-29,15:02:41
AQ802RELHUM01,56,2023-04-10,07:06:04
AQ803RELHUM01,81,2023-05-13,09:59:46
AQ804RELHUM01,59,2023-02-28,15:23:15
AQ805RELHUM01,98,2023-05-15,18:13:31
AQ806RELHUM01,89,2023-02-10,13:14:08
AQ807RELHUM01,52,2023-06-06,10:47:49
AQ808RELHUM01,85,2023-05-29,15:12:06
AQ809RELHUM01,95,2023-01-24,11:42:59
AQ810RELHUM01,87,2023-03-21,08:02:19
AQ811RELHUM01,100,2023-03-05,11:30:47
AQ801RELHUM01,94,2023-02-03,13:47:29
AQ802RELHUM01,70,2023-01-18,07:36:23
AQ803RELHUM01,65,2023-05-12,12:34:51
AQ804RELHUM01,58,2023-04-12,18:37:31
AQ805RELHUM01,81,2023-05-19,09:07:48
AQ806RELHUM01,77,2023-04-04,12:36:04
AQ807RELHUM01,59,2023-01-16,15:17:40
AQ808RELHUM01,89,2023-03-23,10:42:27
AQ809RELHUM01,51,2023-03-27,17:53:54
AQ810RELHUM01,67,2023-03-08,09:25:36
AQ811RELHUM01,58,2023-03-08,17:13:38
AQ801RELHUM01,93,2023-05-04,17:07:47
AQ802RELHUM01,65,2023-04-14,16:21:08
AQ803RELHUM01,95,2023-05-03,16:11:35
AQ804RELHUM01,80,2023-06-07,16:44:18
AQ805RELHUM01,71,2023-03-25,17:30:53
AQ806RELHUM01,55,2023-02-18,12:41:50
AQ807RELHUM01,83,2023-05-23,16:56:30
AQ808RELHUM01,95,2023-02-12,16:10:29
AQ809RELHUM01,91,2023-02-08,14:58:44
AQ810RELHUM01,58,2023-01-11,07:20:42
AQ811RELHUM01,87,2023-05-18,08:11:48
AQ801RELHUM01,82,2023-02-26,10:13:46
AQ802RELHUM01,94,2023-03-19,08:22:05
AQ803RELHUM01,53,2023-05-10,14:44:39
AQ804RELHUM01,80,2023-01-18,11:40:54
AQ805RELHUM01,87,2023-03-09,11:41:03
AQ806RELHUM01,92,2023-04-05,17:25:30
AQ807RELHUM01,64,2023-01-11,13:49:34
AQ808RELHUM01,57,2023-04-06,16:42:42
AQ809RELHUM01,53,2023-05-11,12:20:31
AQ810RELHUM01,79,2023-05-18,12:16:33
AQ811RELHUM01,85,2023-03-30,14:21:59
AQ801RELHUM01,78,2023-02-09,13:43:20
AQ802RELHUM01,50,2023-01-06,10:01:15
AQ803RELHUM01,89,2023-06-04,17:28:22
AQ804RELHUM01,50,2023-02-26,14:28:14
AQ805RELHUM01,70,2023-04-01,11:55:35
AQ806RELHUM01,70,2023-04-20,18:09:22
AQ807RELHUM01,73,2023-03-05,07:44:32
AQ808RELHUM01,55,2023-03-02,14:44:52
AQ809RELHUM01,53,2023-02-28,16:57:46
AQ810RELHUM01,96,2023-01-05,08:41:38
AQ811RELHUM01,60,2023-05-07,09:01:36
AQ801RELHUM01,98,2023-03-26,15:25:10
AQ802RELHUM01,59,2023-01-26,12:23:05
AQ803RELHUM01,92,2023-05-13,13:52:45
AQ804RELHUM01,51,2023-05-27,13:54:06
AQ805RELHUM01,58,2023-02-02,17:22:13
AQ806RELHUM01,63,2023-05-17,16:37:27
AQ807RELHUM01,51,2023-01-11,09:15:36
AQ808RELHUM01,86,2023-03-28,07:38:48
AQ809RELHUM01,95,2023-05-01,07:44:44
AQ810RELHUM01,68,2023-01-01,13:13:31
AQ811RELHUM01,95,2023-03-06,17:22:33
AQ801RELHUM01,89,2023-05-29,15:28:13
AQ802RELHUM01,73,2023-03-28,10:29:13
AQ803RELHUM01,54,2023-02-22,11:03:09
AQ804RELHUM01,69,2023-05-29,18:28:07
AQ805RELHUM01,87,2023-01-26,14:55:27
AQ806RELHUM01,90,2023-01-02,07:47:54
AQ807RELHUM01,94,2023-04-05,12:00:17
AQ808RELHUM01,86,2023-04-02,13:26:14
AQ809RELHUM01,67,2023-02-22,13:36:03
AQ810RELHUM01,88,2023-06-05,07:52:41
AQ811RELHUM01,53,2023-03-03,16:57:50
AQ801RELHUM01,63,2023-03-07,11:04:20
AQ802RELHUM01,75,2023-05-20,17:35:14
AQ803RELHUM01,77,2023-04-07,09:47:08
AQ804RELHUM01,96,2023-03-22,18:17:08
AQ805RELHUM01,80,2023-01-23,12:10:11
AQ806RELHUM01,95,2023-03-17,12:32:42
AQ807RELHUM01,65,2023-01-08,18:42:42
AQ808RELHUM01,90,2023-04-19,13:46:19
AQ809RELHUM01,63,2023-02-23,08:45:40
AQ810RELHUM01,51,2023-05-29,07:39:31
AQ811RELHUM01,60,2023-01-30,11:53:59
